country,continent,lifeExp,pop,gdpPercap
Panama,Americas,73.738,2734531,7113.692252
Paraguay,Americas,69.4,5154123,4247.400261
Peru,Americas,68.386,24748122,5838.347657
Philippines,Asia,68.564,75012988,2536.534925
Poland,Europe,72.75,38654957,10159.58368
Portugal,Europe,75.97,10156415,17641.03156
Puerto Rico,Americas,74.917,3759430,16999.4333
Reunion,Africa,74.772,684810,6071.941411
Romania,Europe,69.72,22562458,7346.547557
Rwanda,Africa,36.087,7212583,589.9445051
Sao Tome and Principe,Africa,63.306,145608,1339.076036
Saudi Arabia,Asia,70.533,21229759,20586.69019
Senegal,Africa,60.187,9535314,1392.368347
Serbia,Europe,72.232,10336594,7914.320304
Sierra Leone,Africa,39.897,4578212,574.6481576
Singapore,Asia,77.158,3802309,33519.4766
Slovak Republic,Europe,72.71,5383010,12126.23065
Slovenia,Europe,75.13,2011612,17161.10735
Somalia,Africa,43.795,6633514,930.5964284
South Africa,Africa,60.236,42835005,7479.188244
Spain,Europe,78.77,39855442,20445.29896
Sri Lanka,Asia,70.457,18698655,2664.477257
Sudan,Africa,55.373,32160729,1632.210764
Swaziland,Africa,54.289,1054486,3876.76846
Sweden,Europe,79.39,8897619,25266.59499
Switzerland,Europe,79.37,7193761,32135.32301
Syria,Asia,71.527,15081016,4014.238972
Taiwan,Asia,75.25,21628605,20206.82098
Tanzania,Africa,48.466,30686889,789.1862231
Thailand,Asia,67.521,60216677,5852.625497
Togo,Africa,58.39,4320890,982.2869243
Trinidad and Tobago,Americas,69.465,1138101,8792.573126
Tunisia,Africa,71.973,9231669,4876.798614
Turkey,Europe,68.835,63047647,6601.429915
Uganda,Africa,44.578,21210254,816.559081
United Kingdom,Europe,77.218,58808266,26074.53136
United States,Americas,76.81,272911760,35767.43303
Uruguay,Americas,74.223,3262838,9230.240708
Venezuela,Americas,72.146,22374398,10165.49518
Vietnam,Asia,70.672,76048996,1385.896769
West Bank and Gaza,Asia,71.096,2826046,7110.667619
"Yemen, Rep.",Asia,58.02,15826497,2117.484526
Zambia,Africa,40.238,9417789,1071.353818
Zimbabwe,Africa,46.809,11404948,792.4499603
