country,continent,lifeExp,pop,gdpPercap
Singapore,Asia,63.179,1445929,2843.104409
Slovak Republic,Europe,67.45,3844277,6093.26298
Slovenia,Europe,67.85,1533070,5862.276629
Somalia,Africa,34.977,2780415,1258.147413
South Africa,Africa,47.985,16151549,5487.104219
Spain,Europe,66.66,29841614,4564.80241
Sri Lanka,Asia,61.456,9128546,1072.546602
Sudan,Africa,39.624,9753392,1770.337074
Swaziland,Africa,43.424,326741,1244.708364
Sweden,Europe,72.49,7363802,9911.878226
Switzerland,Europe,70.56,5126000,17909.48973
Syria,Asia,48.284,4149908,2117.234893
Taiwan,Asia,62.4,10164215,1507.86129
Tanzania,Africa,42.974,9452826,698.5356073
Thailand,Asia,53.63,25041917,793.5774148
Togo,Africa,41.208,1357445,925.9083202
Trinidad and Tobago,Americas,61.8,764900,4100.3934
Tunisia,Africa,47.1,3950849,1395.232468
Turkey,Europe,48.079,25670939,2218.754257
Uganda,Africa,42.571,6675501,774.3710692
United Kingdom,Europe,70.42,51430000,11283.17795
United States,Americas,69.49,171984000,14847.12712
Uruguay,Americas,67.044,2424959,6150.772969
Venezuela,Americas,57.907,6702668,9802.466526
Vietnam,Asia,42.887,28998543,676.2854478
West Bank and Gaza,Asia,45.671,1070439,1827.067742
"Yemen, Rep.",Asia,33.97,5498090,804.8304547
Zambia,Africa,44.077,3016000,1311.956766
Zimbabwe,Africa,50.469,3646340,518.7642681
