country,continent,lifeExp,pop,gdpPercap
Sweden,Europe,76.42,8325260,20667.38125
Switzerland,Europe,76.21,6468126,28397.71512
Syria,Asia,64.59,9410494,3761.837715
Taiwan,Asia,72.16,18501390,7426.354774
Tanzania,Africa,50.608,19844382,874.2426069
Thailand,Asia,64.597,48827160,2393.219781
Togo,Africa,55.471,2644765,1344.577953
Trinidad and Tobago,Americas,68.832,1116479,9119.528607
Tunisia,Africa,64.048,6734098,3560.233174
Turkey,Europe,61.036,47328791,4241.356344
Uganda,Africa,49.849,12939400,682.2662268
United Kingdom,Europe,74.04,56339704,18232.42452
United States,Americas,74.65,232187835,25009.55914
Uruguay,Americas,70.805,2953997,6920.223051
Venezuela,Americas,68.557,15620766,11152.41011
Vietnam,Asia,58.816,56142181,707.2357863
West Bank and Gaza,Asia,64.406,1425876,4336.032082
"Yemen, Rep.",Asia,49.113,9657618,1977.55701
Zambia,Africa,51.821,6100407,1408.678565
Zimbabwe,Africa,60.363,7636524,788.8550411
